timestamp,equity_r,last_trade_r,exit_reason,direction
2025-06-02 18:34:00,-1.0,-1.0,SL,SELL
2025-06-03 13:10:00,-2.0,-1.0,SL,SELL
2025-06-04 12:15:00,-0.8,1.2,TP,BUY
2025-06-04 14:41:00,0.3999999999999999,1.2,TP,BUY
2025-06-04 19:02:00,-0.6000000000000001,-1.0,SL,BUY
2025-06-05 09:12:00,-1.6,-1.0,SL,SELL
2025-06-05 12:15:00,-2.6,-1.0,SL,SELL
2025-06-05 14:33:00,-3.6,-1.0,SL,SELL
2025-06-05 18:46:00,-2.4000000000000004,1.2,TP,SELL
2025-06-06 17:01:00,-3.4000000000000004,-1.0,SL,BUY
2025-06-11 13:50:00,-4.4,-1.0,SL,SELL
2025-06-12 15:41:00,-3.2,1.2,TP,SELL
2025-06-13 13:30:00,-4.2,-1.0,SL,BUY
2025-06-13 13:37:00,-5.2,-1.0,SL,SELL
2025-06-13 19:56:00,-6.2,-1.0,SL,SELL
2025-06-17 09:21:00,-5.0,1.2,TP,BUY
2025-06-17 10:12:00,-6.0,-1.0,SL,SELL
2025-06-18 13:31:00,-7.0,-1.0,SL,BUY
2025-06-18 14:51:00,-8.0,-1.0,SL,SELL
2025-06-19 13:21:00,-9.0,-1.0,SL,SELL
2025-06-20 12:46:00,-7.8,1.2,TP,SELL
2025-06-20 13:43:00,-6.6,1.2,TP,SELL
2025-06-23 11:50:00,-5.3999999999999995,1.2,TP,SELL
2025-06-23 12:07:00,-6.3999999999999995,-1.0,SL,SELL
2025-06-23 13:03:00,-7.3999999999999995,-1.0,SL,SELL
2025-06-23 19:35:00,-6.199999999999999,1.2,TP,BUY
2025-06-24 12:30:00,-7.199999999999999,-1.0,SL,BUY
2025-06-26 15:06:00,-8.2,-1.0,SL,BUY
2025-06-26 19:06:00,-9.2,-1.0,SL,BUY
2025-06-27 16:26:00,-7.999999999999999,1.2,TP,BUY
2025-06-30 15:42:00,-6.799999999999999,1.2,TP,BUY
2025-07-01 13:49:00,-7.799999999999999,-1.0,SL,SELL
2025-07-01 14:57:00,-6.599999999999999,1.2,TP,SELL
2025-07-02 19:55:00,-5.399999999999999,1.2,TP,BUY
2025-07-09 09:36:00,-4.199999999999998,1.2,TP,SELL
2025-07-09 12:52:00,-2.9999999999999982,1.2,TP,BUY
2025-07-17 14:08:00,-3.9999999999999982,-1.0,SL,BUY
2025-07-17 16:39:00,-4.999999999999998,-1.0,SL,BUY
2025-07-21 10:11:00,-5.999999999999998,-1.0,SL,BUY
2025-07-21 20:57:00,-6.999999999999998,-1.0,SL,SELL
2025-07-24 13:45:00,-7.999999999999998,-1.0,SL,BUY
2025-07-24 17:35:00,-8.999999999999998,-1.0,SL,SELL
2025-07-25 13:05:00,-7.799999999999998,1.2,TP,SELL
2025-07-28 10:23:00,-6.599999999999998,1.2,TP,SELL
2025-07-29 10:26:00,-5.399999999999998,1.2,TP,BUY
2025-07-29 14:50:00,-6.399999999999998,-1.0,SL,BUY
2025-07-30 13:28:00,-5.1999999999999975,1.2,TP,SELL
2025-07-30 13:55:00,-3.9999999999999973,1.2,TP,SELL
2025-07-30 17:05:00,-4.999999999999997,-1.0,SL,SELL
2025-07-30 18:08:00,-3.799999999999997,1.2,TP,BUY
2025-07-31 19:53:00,-4.799999999999997,-1.0,SL,BUY
2025-08-04 17:41:00,-5.799999999999997,-1.0,SL,BUY
2025-08-06 12:46:00,-4.599999999999997,1.2,TP,BUY
2025-08-07 12:18:00,-5.599999999999997,-1.0,SL,SELL
2025-08-07 22:37:00,-4.399999999999997,1.2,TP,BUY
2025-08-08 15:16:00,-3.1999999999999966,1.2,TP,BUY
2025-08-08 18:36:00,-4.199999999999997,-1.0,SL,BUY
2025-08-11 14:00:00,-5.199999999999997,-1.0,SL,BUY
2025-08-12 18:20:00,-3.9999999999999964,1.2,TP,SELL
2025-08-13 12:39:00,-2.7999999999999963,1.2,TP,SELL
2025-08-14 12:13:00,-1.5999999999999963,1.2,TP,SELL
2025-08-14 15:11:00,-0.39999999999999636,1.2,TP,SELL
2025-08-14 15:35:00,-1.3999999999999964,-1.0,SL,BUY
2025-08-14 16:13:00,-0.1999999999999964,1.2,TP,SELL
2025-08-18 14:06:00,-1.1999999999999964,-1.0,SL,SELL
2025-08-25 13:35:00,3.552713678800501e-15,1.2,TP,BUY
2025-08-25 14:51:00,-0.9999999999999964,-1.0,SL,BUY
2025-08-26 11:32:00,0.2000000000000035,1.2,TP,BUY
2025-08-26 12:45:00,-0.7999999999999965,-1.0,SL,BUY
2025-08-26 13:34:00,-1.7999999999999965,-1.0,SL,SELL
2025-08-26 15:32:00,-2.7999999999999963,-1.0,SL,BUY
2025-08-27 12:07:00,-3.7999999999999963,-1.0,SL,SELL
2025-08-28 14:07:00,-4.799999999999996,-1.0,SL,SELL
2025-08-29 18:15:00,-5.799999999999996,-1.0,SL,BUY
2025-09-02 15:00:00,-6.799999999999996,-1.0,SL,BUY
2025-09-03 10:14:00,-7.799999999999996,-1.0,SL,BUY
2025-09-03 16:05:00,-8.799999999999997,-1.0,SL,BUY
2025-09-04 19:07:00,-7.599999999999997,1.2,TP,BUY
2025-09-05 14:57:00,-8.599999999999998,-1.0,SL,SELL
