timestamp,open,high,low,close,volume,status
2025-07-31 20:30:00,1.14232,1.14232,1.14216,1.14222,31,bearish
2025-07-31 20:31:00,1.14222,1.14234,1.14222,1.14233,31,bullish
2025-07-31 20:32:00,1.14233,1.14233,1.14211,1.14216,38,bearish
2025-07-31 20:33:00,1.14217,1.14222,1.1421,1.14212,34,bearish
2025-07-31 20:34:00,1.14212,1.14215,1.142,1.14215,59,bullish
2025-07-31 20:35:00,1.14214,1.14226,1.14211,1.14222,27,bullish
2025-07-31 20:36:00,1.14217,1.14236,1.14217,1.14234,36,bullish
2025-07-31 20:37:00,1.14234,1.14238,1.1422,1.14221,45,bearish
2025-07-31 20:38:00,1.14222,1.14227,1.14211,1.14216,23,bearish
2025-07-31 20:39:00,1.14215,1.1422,1.1421,1.14218,34,bullish
2025-07-31 20:40:00,1.14216,1.14232,1.14216,1.14226,28,bullish
2025-07-31 20:41:00,1.14226,1.14237,1.14218,1.1422,44,bearish
2025-07-31 20:42:00,1.14217,1.14222,1.1421,1.14216,30,bearish
2025-07-31 20:43:00,1.14216,1.14216,1.1421,1.14212,18,bearish
2025-07-31 20:44:00,1.14213,1.14222,1.14205,1.14207,40,bearish
2025-07-31 20:45:00,1.14206,1.14222,1.142,1.14207,37,bullish
2025-07-31 20:46:00,1.14206,1.14218,1.14206,1.14218,38,bullish
2025-07-31 20:47:00,1.14216,1.14217,1.1421,1.14212,33,bearish
2025-07-31 20:48:00,1.14212,1.14226,1.14211,1.1422,29,bullish
2025-07-31 20:49:00,1.1422,1.1422,1.14186,1.14186,32,bearish
2025-07-31 20:50:00,1.14186,1.14196,1.14182,1.14185,34,bearish
2025-07-31 20:51:00,1.14185,1.14196,1.14174,1.14181,80,bearish
2025-07-31 20:52:00,1.14181,1.14204,1.1418,1.14201,57,bullish
2025-07-31 20:53:00,1.14201,1.14208,1.14199,1.142,58,bearish
2025-07-31 20:54:00,1.142,1.14208,1.142,1.14207,38,bullish
2025-07-31 20:55:00,1.14207,1.14208,1.1419,1.14193,20,bearish
2025-07-31 20:56:00,1.14192,1.142,1.14188,1.14193,21,bullish
2025-07-31 20:57:00,1.14193,1.14206,1.14193,1.14203,25,bullish
2025-07-31 20:58:00,1.14204,1.14208,1.14192,1.14196,46,bearish
2025-07-31 20:59:00,1.14196,1.14198,1.1419,1.14196,37,bullish
2025-07-31 21:00:00,1.14196,1.14197,1.14179,1.14179,73,bearish
2025-07-31 21:01:00,1.14179,1.14185,1.1416,1.14176,72,bearish
2025-07-31 21:02:00,1.14176,1.14182,1.14156,1.14169,67,bearish
2025-07-31 21:03:00,1.14169,1.14169,1.14155,1.14155,20,bearish
2025-07-31 21:04:00,1.14155,1.1418,1.14155,1.1418,25,bullish
2025-07-31 21:05:00,1.14181,1.14198,1.14181,1.14196,32,bullish
2025-07-31 21:06:00,1.14197,1.14213,1.1419,1.14213,32,bullish
2025-07-31 21:07:00,1.14213,1.14227,1.14202,1.14227,31,bullish
2025-07-31 21:08:00,1.14228,1.14228,1.14215,1.14227,36,bearish
2025-07-31 21:09:00,1.14227,1.14242,1.14226,1.14237,41,bullish
2025-07-31 21:10:00,1.14237,1.14239,1.14233,1.14233,17,bearish
2025-07-31 21:11:00,1.14233,1.14233,1.14223,1.14232,15,bearish
2025-07-31 21:12:00,1.14234,1.14237,1.14227,1.14227,15,bearish
2025-07-31 21:13:00,1.14227,1.14227,1.14218,1.14222,23,bearish
2025-07-31 21:14:00,1.14222,1.14227,1.14218,1.14223,31,bullish
2025-07-31 21:15:00,1.14221,1.14228,1.14217,1.14223,24,bullish
2025-07-31 21:16:00,1.14223,1.14231,1.14221,1.1423,34,bullish
2025-07-31 21:17:00,1.1423,1.1424,1.14228,1.14237,34,bullish
2025-07-31 21:18:00,1.14236,1.14241,1.14232,1.14237,42,bullish
2025-07-31 21:19:00,1.14237,1.14255,1.14237,1.14255,50,bullish
2025-07-31 21:20:00,1.14255,1.14266,1.14253,1.14265,17,bullish
2025-07-31 21:21:00,1.14264,1.14268,1.14262,1.14268,16,bullish
2025-07-31 21:22:00,1.14263,1.14273,1.14263,1.14273,22,bullish
2025-07-31 21:23:00,1.14272,1.14281,1.14265,1.14265,24,bearish
2025-07-31 21:24:00,1.14264,1.14274,1.14264,1.14272,20,bullish
2025-07-31 21:25:00,1.14271,1.1428,1.14266,1.1428,37,bullish
2025-07-31 21:26:00,1.14282,1.14286,1.1428,1.14286,11,bullish
2025-07-31 21:27:00,1.14286,1.14291,1.14284,1.14286,25,bullish
2025-07-31 21:28:00,1.14286,1.14287,1.14277,1.14283,21,bearish
2025-07-31 21:29:00,1.14281,1.14282,1.14278,1.1428,33,bearish
2025-07-31 21:30:00,1.1428,1.1428,1.14269,1.14277,42,bearish
2025-07-31 21:31:00,1.14276,1.14291,1.14276,1.1429,36,bullish
2025-07-31 21:32:00,1.14291,1.143,1.14291,1.14295,27,bullish
2025-07-31 21:33:00,1.14295,1.14304,1.14289,1.14303,18,bullish
2025-07-31 21:34:00,1.14303,1.14316,1.14302,1.14316,24,bullish
2025-07-31 21:35:00,1.14314,1.14322,1.14313,1.14322,14,bullish
2025-07-31 21:36:00,1.1432,1.1433,1.14313,1.14317,27,bearish
2025-07-31 21:37:00,1.14317,1.14323,1.14312,1.14312,17,bearish
2025-07-31 21:38:00,1.14308,1.14321,1.14306,1.14319,28,bullish
2025-07-31 21:39:00,1.14317,1.14326,1.14314,1.14323,44,bullish
2025-07-31 21:40:00,1.14322,1.14322,1.14307,1.14308,41,bearish
2025-07-31 21:41:00,1.14308,1.14308,1.14301,1.14302,11,bearish
2025-07-31 21:42:00,1.14306,1.14311,1.14287,1.14292,32,bearish
2025-07-31 21:43:00,1.14292,1.14302,1.14292,1.14301,17,bullish
2025-07-31 21:44:00,1.14297,1.14297,1.1429,1.14292,28,bearish
2025-07-31 21:45:00,1.14291,1.14301,1.14288,1.14297,28,bullish
2025-07-31 21:46:00,1.14296,1.14298,1.14295,1.14296,16,bullish
2025-07-31 21:47:00,1.14296,1.14302,1.14289,1.14301,21,bullish
2025-07-31 21:48:00,1.14301,1.14302,1.14289,1.14289,19,bearish
2025-07-31 21:49:00,1.14289,1.1429,1.14259,1.14268,33,bearish
2025-07-31 21:50:00,1.14266,1.14266,1.1425,1.14261,24,bearish
2025-07-31 21:51:00,1.14262,1.14269,1.14261,1.14265,27,bullish
2025-07-31 21:52:00,1.14264,1.14272,1.14255,1.14255,31,bearish
2025-07-31 21:53:00,1.14252,1.14256,1.1424,1.14246,29,bearish
2025-07-31 21:54:00,1.14245,1.1425,1.1424,1.14246,32,bullish
2025-07-31 21:55:00,1.14247,1.14249,1.14229,1.14231,33,bearish
2025-07-31 21:56:00,1.14232,1.14232,1.14223,1.14226,30,bearish
2025-07-31 21:57:00,1.14226,1.14247,1.14226,1.14244,23,bullish
2025-07-31 21:58:00,1.14246,1.14262,1.14242,1.14261,29,bullish
2025-07-31 21:59:00,1.14262,1.14283,1.14261,1.14266,69,bullish
2025-07-31 22:00:00,1.14264,1.14291,1.14263,1.14287,49,bullish
2025-07-31 22:01:00,1.14287,1.14301,1.14287,1.14297,26,bullish
2025-07-31 22:02:00,1.14297,1.14302,1.1429,1.14292,19,bearish
2025-07-31 22:03:00,1.14292,1.14292,1.14263,1.14266,33,bearish
2025-07-31 22:04:00,1.14262,1.14272,1.14253,1.14266,29,bullish
2025-07-31 22:05:00,1.14265,1.14282,1.1426,1.14278,45,bullish
2025-07-31 22:06:00,1.14278,1.14283,1.14272,1.14281,17,bullish
2025-07-31 22:07:00,1.14283,1.1429,1.14282,1.14288,27,bullish
2025-07-31 22:08:00,1.14288,1.14291,1.1428,1.14283,21,bearish
2025-07-31 22:09:00,1.14282,1.14286,1.14279,1.14286,24,bullish
2025-07-31 22:10:00,1.14286,1.14296,1.14286,1.14295,30,bullish
2025-07-31 22:11:00,1.14296,1.14305,1.14295,1.14304,24,bullish
2025-07-31 22:12:00,1.14304,1.14307,1.143,1.14301,36,bearish
2025-07-31 22:13:00,1.143,1.14303,1.14291,1.14292,48,bearish
2025-07-31 22:14:00,1.14291,1.14296,1.14285,1.14291,37,bullish
2025-07-31 22:15:00,1.14292,1.14292,1.14275,1.14275,37,bearish
2025-07-31 22:16:00,1.14275,1.14286,1.14273,1.14285,30,bullish
2025-07-31 22:17:00,1.14285,1.14285,1.14277,1.14285,17,bullish
2025-07-31 22:18:00,1.14285,1.14286,1.14276,1.1428,18,bearish
2025-07-31 22:19:00,1.14281,1.14281,1.14277,1.14278,13,bearish
2025-07-31 22:20:00,1.14277,1.14288,1.14275,1.14286,34,bullish
2025-07-31 22:21:00,1.14286,1.14286,1.14282,1.14285,27,bearish
2025-07-31 22:22:00,1.14285,1.14288,1.14276,1.14287,22,bullish
2025-07-31 22:23:00,1.14287,1.14287,1.14275,1.14283,22,bearish
2025-07-31 22:24:00,1.14286,1.14292,1.14286,1.14291,6,bullish
2025-07-31 22:25:00,1.14288,1.14291,1.14283,1.14291,32,bullish
2025-07-31 22:26:00,1.14291,1.14297,1.14286,1.14297,34,bullish
2025-07-31 22:27:00,1.14298,1.14299,1.14293,1.14298,43,bullish
2025-07-31 22:28:00,1.14298,1.143,1.14285,1.14285,12,bearish
2025-07-31 22:29:00,1.1428,1.14287,1.14276,1.14286,44,bullish
2025-07-31 22:30:00,1.14286,1.14288,1.14275,1.14286,39,bullish
2025-07-31 22:31:00,1.14286,1.14292,1.1428,1.14284,24,bearish
2025-07-31 22:32:00,1.14287,1.14292,1.14277,1.14291,38,bullish
2025-07-31 22:33:00,1.1429,1.14291,1.1428,1.14284,48,bearish
2025-07-31 22:34:00,1.14284,1.14298,1.14283,1.14296,34,bullish
2025-07-31 22:35:00,1.14297,1.14299,1.14288,1.14293,29,bearish
2025-07-31 22:36:00,1.14293,1.1431,1.14292,1.14307,43,bullish
2025-07-31 22:37:00,1.14306,1.14318,1.14305,1.14309,32,bullish
2025-07-31 22:38:00,1.14309,1.14311,1.14297,1.14299,25,bearish
2025-07-31 22:39:00,1.143,1.14302,1.14282,1.14295,33,bearish
2025-07-31 22:40:00,1.14296,1.14312,1.14291,1.14306,33,bullish
2025-07-31 22:41:00,1.14307,1.14307,1.14292,1.14301,31,bearish
2025-07-31 22:42:00,1.14299,1.14307,1.14298,1.14299,36,bullish
2025-07-31 22:43:00,1.14304,1.14304,1.14293,1.14301,30,bearish
2025-07-31 22:44:00,1.14298,1.14302,1.14293,1.14298,66,bullish
2025-07-31 22:45:00,1.14299,1.14311,1.14298,1.1431,61,bullish
2025-07-31 22:46:00,1.14311,1.14311,1.14302,1.14302,35,bearish
2025-07-31 22:47:00,1.14302,1.14305,1.14293,1.14296,43,bearish
2025-07-31 22:48:00,1.14295,1.14296,1.14286,1.1429,30,bearish
2025-07-31 22:49:00,1.14289,1.14292,1.14279,1.14282,56,bearish
2025-07-31 22:50:00,1.14282,1.14288,1.14279,1.14281,38,bearish
2025-07-31 22:51:00,1.14281,1.14284,1.1427,1.14276,60,bearish
2025-07-31 22:52:00,1.14276,1.14277,1.14236,1.14239,89,bearish
2025-07-31 22:53:00,1.14238,1.14238,1.14201,1.14203,92,bearish
2025-07-31 22:54:00,1.14203,1.14213,1.14185,1.14185,108,bearish
2025-07-31 22:55:00,1.14185,1.14189,1.14164,1.14172,92,bearish
2025-07-31 22:56:00,1.14187,1.14204,1.14169,1.1417,73,bearish
2025-07-31 22:57:00,1.1417,1.14179,1.1414,1.14141,81,bearish
2025-07-31 22:58:00,1.1414,1.1415,1.14129,1.1413,73,bearish
2025-07-31 22:59:00,1.1413,1.14131,1.14121,1.14124,71,bearish
2025-07-31 23:00:00,1.14124,1.14133,1.14101,1.14104,104,bearish
2025-07-31 23:01:00,1.14103,1.14118,1.14101,1.14111,77,bullish
2025-07-31 23:02:00,1.14111,1.14124,1.14098,1.14112,91,bullish
2025-07-31 23:03:00,1.14112,1.14145,1.14112,1.14145,66,bullish
2025-07-31 23:04:00,1.14145,1.14158,1.14142,1.14152,67,bullish
2025-07-31 23:05:00,1.14152,1.14177,1.14152,1.14169,60,bullish
2025-07-31 23:06:00,1.14169,1.14175,1.14169,1.14173,26,bullish
2025-07-31 23:07:00,1.14173,1.14183,1.14161,1.14161,37,bearish
2025-07-31 23:08:00,1.14161,1.14166,1.14143,1.1415,55,bearish
2025-07-31 23:09:00,1.1415,1.1415,1.14124,1.14125,36,bearish
2025-07-31 23:10:00,1.14126,1.14136,1.14121,1.14127,54,bullish
2025-07-31 23:11:00,1.14126,1.1414,1.14126,1.1414,30,bullish
2025-07-31 23:12:00,1.14139,1.14141,1.14137,1.14137,24,bearish
2025-07-31 23:13:00,1.14138,1.14138,1.14122,1.14129,30,bearish
2025-07-31 23:14:00,1.14129,1.1413,1.14127,1.14129,31,bullish
2025-07-31 23:15:00,1.14128,1.14128,1.14119,1.14126,19,bearish
2025-07-31 23:16:00,1.14125,1.14139,1.14123,1.14137,47,bullish
2025-07-31 23:17:00,1.14136,1.14142,1.14134,1.1414,38,bullish
2025-07-31 23:18:00,1.14139,1.14141,1.1413,1.1413,26,bearish
