timestamp,equity_r,last_trade_r,exit_reason,direction
2025-07-01 11:11:00,-1.0,-1.0,SL,BUY
2025-07-01 16:49:00,-2.0,-1.0,SL,SELL
2025-07-02 10:38:00,-0.8,1.2,TP,SELL
2025-07-02 13:05:00,-1.8,-1.0,SL,SELL
2025-07-02 15:16:00,-0.6000000000000001,1.2,TP,SELL
2025-07-03 09:58:00,0.5999999999999999,1.2,TP,BUY
2025-07-03 11:38:00,-0.40000000000000013,-1.0,SL,BUY
2025-07-03 13:29:00,-1.4000000000000001,-1.0,SL,SELL
2025-07-04 14:43:00,-2.4000000000000004,-1.0,SL,BUY
2025-07-04 23:16:00,-2.4000000000000004,0.0,TIMEOUT,BUY
2025-07-07 16:06:00,-3.4000000000000004,-1.0,SL,SELL
2025-07-07 18:44:00,-2.2,1.2,TP,SELL
2025-07-07 19:18:00,-3.2,-1.0,SL,SELL
2025-07-08 14:54:00,-2.0,1.2,TP,SELL
2025-07-08 17:05:00,-0.8,1.2,TP,SELL
2025-07-08 19:57:00,-1.8,-1.0,SL,SELL
2025-07-09 09:52:00,-0.6000000000000001,1.2,TP,BUY
2025-07-09 10:34:00,-1.6,-1.0,SL,BUY
2025-07-09 12:32:00,-2.6,-1.0,SL,BUY
2025-07-09 15:17:00,-3.6,-1.0,SL,SELL
2025-07-09 16:45:00,-4.6,-1.0,SL,BUY
2025-07-10 09:34:00,-5.6,-1.0,SL,BUY
2025-07-10 10:43:00,-4.3999999999999995,1.2,TP,SELL
2025-07-10 18:30:00,-5.3999999999999995,-1.0,SL,BUY
2025-07-10 20:08:00,-4.199999999999999,1.2,TP,BUY
2025-07-11 11:11:00,-2.999999999999999,1.2,TP,BUY
2025-07-11 14:07:00,-1.7999999999999992,1.2,TP,BUY
2025-07-14 21:30:00,-2.799999999999999,-1.0,SL,SELL
2025-07-15 12:23:00,-3.799999999999999,-1.0,SL,BUY
2025-07-16 15:56:00,-2.5999999999999988,1.2,TP,SELL
2025-07-17 17:48:00,-1.3999999999999988,1.2,TP,BUY
2025-07-18 17:09:00,-2.3999999999999986,-1.0,SL,BUY
2025-07-21 11:34:00,-1.1999999999999986,1.2,TP,BUY
2025-07-21 13:11:00,-2.1999999999999984,-1.0,SL,BUY
2025-07-21 17:00:00,-3.1999999999999984,-1.0,SL,SELL
2025-07-21 19:17:00,-4.199999999999998,-1.0,SL,BUY
2025-07-22 10:53:00,-2.9999999999999982,1.2,TP,SELL
2025-07-22 11:04:00,-3.9999999999999982,-1.0,SL,SELL
2025-07-22 16:22:00,-4.999999999999998,-1.0,SL,SELL
2025-07-22 17:07:00,-5.999999999999998,-1.0,SL,BUY
2025-07-23 09:45:00,-6.999999999999998,-1.0,SL,SELL
2025-07-23 15:19:00,-7.999999999999998,-1.0,SL,SELL
2025-07-24 14:49:00,-8.999999999999998,-1.0,SL,SELL
2025-07-24 15:29:00,-9.999999999999998,-1.0,SL,BUY
2025-07-24 18:46:00,-10.999999999999998,-1.0,SL,SELL
2025-07-25 09:34:00,-9.799999999999999,1.2,TP,BUY
2025-07-25 15:25:00,-10.799999999999999,-1.0,SL,SELL
2025-07-25 15:40:00,-11.799999999999999,-1.0,SL,BUY
2025-07-29 17:50:00,-12.799999999999999,-1.0,SL,BUY
2025-07-30 13:22:00,-11.6,1.2,TP,SELL
2025-07-30 16:52:00,-10.4,1.2,TP,SELL
2025-07-31 11:43:00,-11.4,-1.0,SL,BUY
2025-07-31 19:47:00,-10.200000000000001,1.2,TP,SELL
