timestamp,equity_r,last_trade_r,exit_reason,direction
2025-08-01 18:11:00,-1.0,-1.0,SL,SELL
2025-08-04 10:05:00,-2.0,-1.0,SL,BUY
2025-08-04 15:54:00,-3.0,-1.0,SL,BUY
2025-08-04 16:35:00,-4.0,-1.0,SL,BUY
2025-08-04 18:54:00,-5.0,-1.0,SL,BUY
2025-08-04 21:15:00,-3.8,1.2,TP,BUY
2025-08-06 15:46:00,-2.5999999999999996,1.2,TP,BUY
2025-08-06 18:40:00,-3.5999999999999996,-1.0,SL,BUY
2025-08-07 14:11:00,-2.3999999999999995,1.2,TP,SELL
2025-08-07 15:33:00,-1.1999999999999995,1.2,TP,BUY
2025-08-07 16:38:00,-2.1999999999999993,-1.0,SL,BUY
2025-08-07 17:46:00,-0.9999999999999993,1.2,TP,SELL
2025-08-08 11:26:00,-1.9999999999999993,-1.0,SL,BUY
2025-08-11 12:12:00,-0.7999999999999994,1.2,TP,SELL
2025-08-11 16:44:00,-1.7999999999999994,-1.0,SL,SELL
2025-08-11 20:18:00,-2.7999999999999994,-1.0,SL,BUY
2025-08-12 10:09:00,-1.5999999999999994,1.2,TP,SELL
2025-08-12 11:10:00,-2.5999999999999996,-1.0,SL,BUY
2025-08-12 15:20:00,-1.3999999999999997,1.2,TP,SELL
2025-08-12 21:19:00,-0.19999999999999973,1.2,TP,SELL
2025-08-13 12:14:00,1.0000000000000002,1.2,TP,BUY
2025-08-13 15:22:00,2.220446049250313e-16,-1.0,SL,SELL
2025-08-13 18:18:00,-0.9999999999999998,-1.0,SL,BUY
2025-08-13 19:56:00,0.20000000000000018,1.2,TP,SELL
2025-08-14 16:17:00,-0.7999999999999998,-1.0,SL,SELL
2025-08-14 18:35:00,0.40000000000000013,1.2,TP,SELL
2025-08-18 10:51:00,1.6,1.2,TP,SELL
2025-08-18 17:32:00,0.6000000000000001,-1.0,SL,BUY
2025-08-19 15:15:00,-0.3999999999999999,-1.0,SL,SELL
2025-08-19 16:13:00,0.8,1.2,TP,SELL
2025-08-19 17:52:00,2.0,1.2,TP,SELL
2025-08-20 09:37:00,1.0,-1.0,SL,SELL
2025-08-20 11:30:00,0.0,-1.0,SL,BUY
2025-08-20 12:31:00,-1.0,-1.0,SL,SELL
2025-08-20 15:15:00,0.19999999999999996,1.2,TP,BUY
2025-08-21 10:30:00,-0.8,-1.0,SL,SELL
2025-08-21 12:58:00,-1.8,-1.0,SL,BUY
2025-08-22 10:13:00,-0.6000000000000001,1.2,TP,BUY
2025-08-22 11:51:00,0.5999999999999999,1.2,TP,BUY
2025-08-25 12:31:00,1.7999999999999998,1.2,TP,SELL
2025-08-25 16:49:00,3.0,1.2,TP,BUY
2025-08-26 09:11:00,2.0,-1.0,SL,BUY
2025-08-26 10:09:00,1.0,-1.0,SL,BUY
2025-08-26 15:40:00,0.0,-1.0,SL,BUY
2025-08-26 16:35:00,-1.0,-1.0,SL,SELL
2025-08-26 17:13:00,-2.0,-1.0,SL,BUY
2025-08-26 19:20:00,-3.0,-1.0,SL,SELL
2025-08-27 15:07:00,-4.0,-1.0,SL,SELL
2025-08-28 11:41:00,-5.0,-1.0,SL,SELL
2025-08-28 17:50:00,-6.0,-1.0,SL,BUY
2025-08-29 09:50:00,-7.0,-1.0,SL,BUY
2025-08-29 16:28:00,-8.0,-1.0,SL,SELL
