timestamp,equity_r,last_trade_r,exit_reason,direction
2025-08-01 18:11:00,-1.0,-1.0,SL,SELL
2025-08-07 14:11:00,0.19999999999999996,1.2,TP,SELL
2025-08-07 17:46:00,1.4,1.2,TP,SELL
2025-08-11 12:12:00,2.5999999999999996,1.2,TP,SELL
2025-08-11 16:44:00,1.5999999999999996,-1.0,SL,SELL
2025-08-12 10:09:00,2.8,1.2,TP,SELL
2025-08-12 15:20:00,4.0,1.2,TP,SELL
2025-08-12 21:19:00,5.2,1.2,TP,SELL
2025-08-13 15:22:00,4.2,-1.0,SL,SELL
2025-08-13 19:56:00,5.4,1.2,TP,SELL
2025-08-14 16:17:00,4.4,-1.0,SL,SELL
2025-08-14 18:35:00,5.6000000000000005,1.2,TP,SELL
2025-08-18 10:51:00,6.800000000000001,1.2,TP,SELL
2025-08-19 15:15:00,5.800000000000001,-1.0,SL,SELL
2025-08-19 16:13:00,7.000000000000001,1.2,TP,SELL
2025-08-19 17:52:00,8.200000000000001,1.2,TP,SELL
2025-08-20 09:37:00,7.200000000000001,-1.0,SL,SELL
2025-08-20 12:31:00,6.200000000000001,-1.0,SL,SELL
2025-08-20 14:55:00,7.400000000000001,1.2,TP,SELL
2025-08-21 10:30:00,6.400000000000001,-1.0,SL,SELL
2025-08-25 12:31:00,7.600000000000001,1.2,TP,SELL
2025-08-26 16:35:00,6.600000000000001,-1.0,SL,SELL
2025-08-26 19:20:00,5.600000000000001,-1.0,SL,SELL
2025-08-27 15:07:00,4.600000000000001,-1.0,SL,SELL
2025-08-28 11:41:00,3.6000000000000014,-1.0,SL,SELL
2025-08-29 16:28:00,2.6000000000000014,-1.0,SL,SELL
